book,bigram,n
Half-Blood Prince,dumbledore's death,5
Half-Blood Prince,dungeon door,5
Half-Blood Prince,eileen prince,5
Half-Blood Prince,empty glass,5
Half-Blood Prince,exceeds expectations,5
Half-Blood Prince,eyes fell,5
Half-Blood Prince,fell asleep,5
Half-Blood Prince,fenrir greyback,5
Half-Blood Prince,green light,5
Half-Blood Prince,gwenog jones,5
Half-Blood Prince,heart leapt,5
Half-Blood Prince,horace slughorn,5
Half-Blood Prince,kitchen window,5
Half-Blood Prince,knockturn alley,5
Half-Blood Prince,law enforcement,5
Half-Blood Prince,leaky cauldron,5
Half-Blood Prince,left hogwarts,5
Half-Blood Prince,lord voldemort's,5
Half-Blood Prince,love potions,5
Half-Blood Prince,night air,5
Half-Blood Prince,petrificus totalus,5
Half-Blood Prince,polyjuice potion,5
Half-Blood Prince,potions master,5
Half-Blood Prince,previous owner,5
Half-Blood Prince,prince's book,5
Half-Blood Prince,pygmy puff,5
Half-Blood Prince,red hair,5
Half-Blood Prince,stone steps,5
Half-Blood Prince,stopped dead,5
Half-Blood Prince,swung forward,5
Half-Blood Prince,swung shut,5
Half-Blood Prince,traveling cloak,5
Half-Blood Prince,uninjured hand,5
Half-Blood Prince,wand hand,5
Half-Blood Prince,weeks ago,5
Half-Blood Prince,won won,5
Order of the Phoenix,ancient runes,5
Order of the Phoenix,angelina johnson,5
Order of the Phoenix,arts teacher,5
Order of the Phoenix,baby headed,5
Order of the Phoenix,bed opposite,5
Order of the Phoenix,beech tree,5
Order of the Phoenix,blue sky,5
Order of the Phoenix,boys dormitories,5
Order of the Phoenix,bulging eyes,5
Order of the Phoenix,dark lord's,5
Order of the Phoenix,deep voice,5
Order of the Phoenix,defensive magic,5
Order of the Phoenix,dimly lit,5
Order of the Phoenix,divination teacher,5
Order of the Phoenix,dolores jane,5
Order of the Phoenix,door closed,5
Order of the Phoenix,dumbledore's desk,5
Order of the Phoenix,dumbledore's pensieve,5
Order of the Phoenix,dusty glass,5
Order of the Phoenix,elf hats,5
Order of the Phoenix,emerald green,5
Order of the Phoenix,feeling slightly,5
Order of the Phoenix,floo network,5
Order of the Phoenix,fourth floor,5
Order of the Phoenix,frog cards,5
Order of the Phoenix,fudge minister,5
Order of the Phoenix,girls dormitories,5
Order of the Phoenix,glass ball,5
Order of the Phoenix,golden gates,5
Order of the Phoenix,grilles slid,5
Order of the Phoenix,growing louder,5
Order of the Phoenix,gryffindor house,5
Order of the Phoenix,headed death,5
Order of the Phoenix,hermione's voice,5
Order of the Phoenix,hermione's wand,5
Order of the Phoenix,hollow voice,5
Order of the Phoenix,hour ago,5
Order of the Phoenix,hour glasses,5
Order of the Phoenix,house elf's,5
Order of the Phoenix,house tables,5
Order of the Phoenix,hundred dementors,5
Order of the Phoenix,justin finch,5
Order of the Phoenix,king's cross,5
Order of the Phoenix,law enforcement,5
Order of the Phoenix,light flew,5
Order of the Phoenix,looked positively,5
Order of the Phoenix,looked sideways,5
Order of the Phoenix,looked slightly,5
Order of the Phoenix,magical law,5
Order of the Phoenix,magical world,5
Order of the Phoenix,merlin's beard,5
Order of the Phoenix,merry christmas,5
Order of the Phoenix,mimbulus mimbletonia,5
Order of the Phoenix,minutes ago,5
Order of the Phoenix,mouth slightly,5
Order of the Phoenix,panting slightly,5
Order of the Phoenix,precise moment,5
Order of the Phoenix,quidditch teams,5
Order of the Phoenix,red hair,5
Order of the Phoenix,ron's dad,5
Order of the Phoenix,school rules,5
Order of the Phoenix,shaking hands,5
Order of the Phoenix,silence fell,5
Order of the Phoenix,snape's dungeon,5
Order of the Phoenix,sorting hat,5
Order of the Phoenix,stone benches,5
Order of the Phoenix,stunning spell,5
Order of the Phoenix,susan bones,5
Order of the Phoenix,ten feet,5
Order of the Phoenix,terry boot,5
Order of the Phoenix,thick black,5
Order of the Phoenix,triwizard tournament,5
Order of the Phoenix,vanishing spells,5
Order of the Phoenix,voice rising,5
Order of the Phoenix,wand tip,5
Order of the Phoenix,white hot,5
Order of the Phoenix,yule ball,5
Philosopher's Stone,black hair,5
Philosopher's Stone,car crash,5
Philosopher's Stone,devil's snare,5
Philosopher's Stone,dudley's gang,5
Philosopher's Stone,emerald green,5
Philosopher's Stone,gryffindor house,5
Philosopher's Stone,gryffindor table,5
Philosopher's Stone,hospital wing,5
Philosopher's Stone,leaned forward,5
Philosopher's Stone,marble staircase,5
Philosopher's Stone,marcus flint,5
Philosopher's Stone,red hair,5
Philosopher's Stone,restricted section,5
Philosopher's Stone,shooting stars,5
Philosopher's Stone,sorting hat,5
Philosopher's Stone,unicorn blood,5
Philosopher's Stone,white pieces,5
Prisoner of Azkaban,anti dementor,5
Prisoner of Azkaban,black dog,5
Prisoner of Azkaban,car crash,5
Prisoner of Azkaban,catch black,5
Prisoner of Azkaban,cheering charms,5
Prisoner of Azkaban,crookshanks leapt,5
Prisoner of Azkaban,dark lord,5
Prisoner of Azkaban,death omens,5
Prisoner of Azkaban,front page,5
Prisoner of Azkaban,gasped pettigrew,5
Prisoner of Azkaban,gryffindor goal,5
Prisoner of Azkaban,lee jordan,5
Prisoner of Azkaban,looked quickly,5
Prisoner of Azkaban,monster book,5
Prisoner of Azkaban,pinstriped cloak,5
Prisoner of Azkaban,potters secret,5
Prisoner of Azkaban,red caps,5
Prisoner of Azkaban,stone steps,5
Prisoner of Azkaban,stopped abruptly,5
Prisoner of Azkaban,stopped dead,5
Prisoner of Azkaban,twenty minutes,5
Prisoner of Azkaban,visit hogsmeade,5
Prisoner of Azkaban,white fog,5
Prisoner of Azkaban,wormtail padfoot,5
Prisoner of Azkaban,yellow eyes,5
Chamber of Secrets,ah sir,4
Chamber of Secrets,argus filch,4
Chamber of Secrets,arts teacher,4
Chamber of Secrets,blue eyes,4
Chamber of Secrets,book called,4
Chamber of Secrets,dance floor,4
Chamber of Secrets,dark magic,4
Chamber of Secrets,dear boy,4
Chamber of Secrets,eyes fixed,4
Chamber of Secrets,eyes narrowed,4
Chamber of Secrets,eyes wide,4
Chamber of Secrets,filibuster fireworks,4
Chamber of Secrets,front page,4
Chamber of Secrets,frying pan,4
Chamber of Secrets,halloween feast,4
Chamber of Secrets,headless hunt,4
Chamber of Secrets,king's cross,4
Chamber of Secrets,lightning scar,4
Chamber of Secrets,lockhart books,4
Chamber of Secrets,lockhart's office,4
Chamber of Secrets,loud bang,4
Chamber of Secrets,lucius malfoy's,4
Chamber of Secrets,memory charm,4
Chamber of Secrets,millicent bulstrode,4
Chamber of Secrets,moste potente,4
Chamber of Secrets,potente potions,4
Chamber of Secrets,pumpkin juice,4
Chamber of Secrets,quidditch field,4
Chamber of Secrets,read aloud,4
Chamber of Secrets,red envelope,4
Chamber of Secrets,restricted section,4
Chamber of Secrets,school rules,4
Chamber of Secrets,silence fell,4
Chamber of Secrets,sir patrick,4
Chamber of Secrets,sir patrick's,4
Chamber of Secrets,stone wall,4
Chamber of Secrets,twenty feet,4
Chamber of Secrets,vegetable patch,4
Chamber of Secrets,wait till,4
Deathly Hallows,albus dumbledore's,4
Deathly Hallows,barely conscious,4
Deathly Hallows,bathilda's house,4
Deathly Hallows,bellatrix lestrange,4
Deathly Hallows,bellatrix's voice,4
Deathly Hallows,blonde hair,4
Deathly Hallows,blood traitor,4
Deathly Hallows,borrowed wand,4
Deathly Hallows,camp bed,4
Deathly Hallows,charity burbage,4
Deathly Hallows,cold air,4
Deathly Hallows,completely invisible,4
Deathly Hallows,croaked kreacher,4
Deathly Hallows,dark eyes,4
Deathly Hallows,dark lord's,4
Deathly Hallows,darkest art,4
Deathly Hallows,dear life,4
Deathly Hallows,destroy horcruxes,4
Deathly Hallows,doge looked,4
Deathly Hallows,door swung,4
Deathly Hallows,dragon fire,4
Deathly Hallows,dress robes,4
Deathly Hallows,drew nearer,4
Deathly Hallows,dumbledore's funeral,4
Deathly Hallows,dumbledore's office,4
Deathly Hallows,family tree,4
Deathly Hallows,fell backward,4
Deathly Hallows,fleur's wedding,4
Deathly Hallows,front page,4
Deathly Hallows,ginny neville,4
Deathly Hallows,golden cup,4
Deathly Hallows,golden grilles,4
Deathly Hallows,gray lady,4
Deathly Hallows,hair flying,4
Deathly Hallows,half expecting,4
Deathly Hallows,hawthorn wand,4
Deathly Hallows,headmaster's office,4
Deathly Hallows,heaven's sake,4
Deathly Hallows,hermione's arms,4
Deathly Hallows,hogwarts express,4
Deathly Hallows,hogwarts school,4
Deathly Hallows,hooded death,4
Deathly Hallows,horned snorkack,4
Deathly Hallows,house tables,4
Deathly Hallows,left hand,4
Deathly Hallows,left hogwarts,4
Deathly Hallows,length hair,4
Deathly Hallows,looked frightened,4
Deathly Hallows,looked horrified,4
Deathly Hallows,looked terrified,4
Deathly Hallows,lord voldemort's,4
Deathly Hallows,loud bang,4
Deathly Hallows,magical law,4
Deathly Hallows,magical power,4
Deathly Hallows,makes sense,4
Deathly Hallows,michael corner,4
Deathly Hallows,mother's letter,4
Deathly Hallows,mouth fell,4
Deathly Hallows,muggle studies,4
Deathly Hallows,neville longbottom,4
Deathly Hallows,people moving,4
Deathly Hallows,phineas nigellus's,4
Deathly Hallows,pius thicknesse,4
Deathly Hallows,powerful wand,4
Deathly Hallows,rasped greyback,4
Deathly Hallows,red hair,4
Deathly Hallows,regulus's locket,4
Deathly Hallows,remaining death,4
Deathly Hallows,riddle's eyes,4
Deathly Hallows,ron's head,4
Deathly Hallows,scar prickled,4
Deathly Hallows,scene dissolved,4
Deathly Hallows,short pause,4
Deathly Hallows,shrieked bellatrix,4
Deathly Hallows,silver knife,4
Deathly Hallows,smashed window,4
Deathly Hallows,stone floor,4
Deathly Hallows,stood facing,4
Deathly Hallows,stood watching,4
Deathly Hallows,summoning charm,4
Deathly Hallows,ten minutes,4
Deathly Hallows,tent entrance,4
Deathly Hallows,thick black,4
Deathly Hallows,time left,4
Deathly Hallows,tiny golden,4
Deathly Hallows,top step,4
Deathly Hallows,umbridge's office,4
Deathly Hallows,unbeatable wand,4
Deathly Hallows,voice shook,4
Deathly Hallows,voldemort's voice,4
Deathly Hallows,watching crowd,4
Deathly Hallows,wrought iron,4
Goblet of Fire,alastor moody,4
Goblet of Fire,bagman's voice,4
Goblet of Fire,beetle black,4
Goblet of Fire,blue eye,4
Goblet of Fire,brightly colored,4
Goblet of Fire,broom cupboard,4
Goblet of Fire,brown owl,4
Goblet of Fire,bulgarian minister,4
Goblet of Fire,creatures teacher,4
Goblet of Fire,crouch's eyes,4
Goblet of Fire,dark wizard,4
Goblet of Fire,days ago,4
Goblet of Fire,ernie macmillan,4
Goblet of Fire,eyes flashed,4
Goblet of Fire,eyes glinting,4
Goblet of Fire,eyes glittering,4
Goblet of Fire,eyes looked,4
Goblet of Fire,eyes wide,4
Goblet of Fire,eyes widened,4
Goblet of Fire,fairy lights,4
Goblet of Fire,faithful death,4
Goblet of Fire,fake wands,4
Goblet of Fire,fell asleep,4
Goblet of Fire,fifty feet,4
Goblet of Fire,flame shot,4
Goblet of Fire,fleur's sister,4
Goblet of Fire,front legs,4
Goblet of Fire,front page,4
Goblet of Fire,glass jar,4
Goblet of Fire,goin ter,4
Goblet of Fire,gold coins,4
Goblet of Fire,golden light,4
Goblet of Fire,grade 4,4
Goblet of Fire,gray eyes,4
Goblet of Fire,gray owl,4
Goblet of Fire,green quill,4
Goblet of Fire,green robes,4
Goblet of Fire,gryffindor house,4
Goblet of Fire,hand inside,4
Goblet of Fire,harrys heart,4
Goblet of Fire,heart sank,4
Goblet of Fire,hearth rug,4
Goblet of Fire,hermione's hand,4
Goblet of Fire,hogwarts grounds,4
Goblet of Fire,house quidditch,4
Goblet of Fire,house tables,4
Goblet of Fire,impartial judge,4
Goblet of Fire,inter house,4
Goblet of Fire,irish chasers,4
Goblet of Fire,irish supporters,4
Goblet of Fire,joke shop,4
Goblet of Fire,leaning forward,4
Goblet of Fire,leaving feast,4
Goblet of Fire,leprechaun gold,4
Goblet of Fire,lopsided mouth,4
Goblet of Fire,magical maladies,4
Goblet of Fire,marauder's map,4
Goblet of Fire,marauders map,4
Goblet of Fire,memory charm,4
Goblet of Fire,moody growled,4
Goblet of Fire,moody quietly,4
Goblet of Fire,moon spectacles,4
Goblet of Fire,mouth shut,4
Goblet of Fire,mungo's hospital,4
Goblet of Fire,narrow beam,4
Goblet of Fire,neville looked,4
Goblet of Fire,nighttime stroll,4
Goblet of Fire,panic stricken,4
Goblet of Fire,post owls,4
Goblet of Fire,prefects bathroom,4
Goblet of Fire,previous night,4
Goblet of Fire,prize money,4
Goblet of Fire,prophet reporter,4
Goblet of Fire,pumpkin patch,4
Goblet of Fire,quidditch player,4
Goblet of Fire,red light,4
Goblet of Fire,ropes binding,4
Goblet of Fire,shadowy figures,4
Goblet of Fire,shining silver,4
Goblet of Fire,sick leave,4
Goblet of Fire,sirius's letter,4
Goblet of Fire,sirius's reply,4
Goblet of Fire,skeeter's article,4
Goblet of Fire,snape's dungeon,4
Goblet of Fire,snape's office,4
Goblet of Fire,snapes office,4
Goblet of Fire,spell hit,4
Goblet of Fire,spells grade,4
Goblet of Fire,st mungo's,4
Goblet of Fire,standard book,4
Goblet of Fire,stoatshead hill,4
Goblet of Fire,stopped talking,4
Goblet of Fire,stopping dead,4
Goblet of Fire,suddenly realized,4
Goblet of Fire,tea cozy,4
Goblet of Fire,team mascots,4
Goblet of Fire,thick black,4
Goblet of Fire,ton tongue,4
Goblet of Fire,troy mullet,4
Goblet of Fire,twelve feet,4
Goblet of Fire,twenty minutes,4
Goblet of Fire,unforgivable curses,4
Goblet of Fire,voice echoing,4
Goblet of Fire,voice rising,4
Goblet of Fire,walked slowly,4
Goblet of Fire,weasleys wizard,4
Goblet of Fire,wizard wheezes,4
Half-Blood Prince,added hastily,4
Half-Blood Prince,ancient runes,4
Half-Blood Prince,apparition test,4
Half-Blood Prince,arts job,4
Half-Blood Prince,arts teacher,4
Half-Blood Prince,black robes,4
Half-Blood Prince,blue sky,4
Half-Blood Prince,brown hair,4
Half-Blood Prince,cold night,4
Half-Blood Prince,colored hair,4
Half-Blood Prince,cornelius fudge,4
Half-Blood Prince,croaked kreacher,4
Half-Blood Prince,crystalized pineapple,4
Half-Blood Prince,dark magic,4
Half-Blood Prince,demelza robins,4
Half-Blood Prince,dress robes,4
Half-Blood Prince,dum bledore,4
Half-Blood Prince,dumbledore's wand,4
Half-Blood Prince,eyes wide,4
Half-Blood Prince,fred george,4
Half-Blood Prince,free period,4
Half-Blood Prince,frock coat,4
Half-Blood Prince,frowning slightly,4
Half-Blood Prince,goal posts,4
Half-Blood Prince,greenish light,4
Half-Blood Prince,gryffindor team,4
Half-Blood Prince,head bowed,4
Half-Blood Prince,headless nick,4
Half-Blood Prince,heart sank,4
Half-Blood Prince,hermione's hand,4
Half-Blood Prince,hours ago,4
Half-Blood Prince,injured hand,4
Half-Blood Prince,inside pocket,4
Half-Blood Prince,joke shop,4
Half-Blood Prince,leaning forward,4
Half-Blood Prince,left hand,4
Half-Blood Prince,looked inquiringly,4
Half-Blood Prince,looked terrified,4
Half-Blood Prince,loud voice,4
Half-Blood Prince,lucky potion,4
Half-Blood Prince,matured mead,4
Half-Blood Prince,mind's eye,4
Half-Blood Prince,mouth organ,4
Half-Blood Prince,mungo's hospital,4
Half-Blood Prince,oak front,4
Half-Blood Prince,oak matured,4
Half-Blood Prince,perfectly true,4
Half-Blood Prince,potions book,4
Half-Blood Prince,private lessons,4
Half-Blood Prince,pumpkin juice,4
Half-Blood Prince,pushed past,4
Half-Blood Prince,pygmy puffs,4
Half-Blood Prince,quidditch practice,4
Half-Blood Prince,red light,4
Half-Blood Prince,ron's bed,4
Half-Blood Prince,school robes,4
Half-Blood Prince,scrim geour,4
Half-Blood Prince,secrecy sensor,4
Half-Blood Prince,sherry bottles,4
Half-Blood Prince,shook hands,4
Half-Blood Prince,silence fell,4
Half-Blood Prince,sinking feeling,4
Half-Blood Prince,slug club,4
Half-Blood Prince,sorcerer's stone,4
Half-Blood Prince,taking care,4
Half-Blood Prince,ten galleons,4
Half-Blood Prince,true memory,4
Half-Blood Prince,voldemort's past,4
Half-Blood Prince,walked slowly,4
Half-Blood Prince,withered hand,4
Half-Blood Prince,wizarding world,4
Order of the Phoenix,absent mindedly,4
Order of the Phoenix,astronomy tower,4
Order of the Phoenix,attention seeking,4
Order of the Phoenix,bedside cabinet,4
Order of the Phoenix,bellatrix lestrange's,4
Order of the Phoenix,black eyes,4
Order of the Phoenix,black family,4
Order of the Phoenix,blond hair,4
Order of the Phoenix,blood traitor,4
Order of the Phoenix,blue light,4
Order of the Phoenix,bolt upright,4
Order of the Phoenix,booming voice,4
Order of the Phoenix,bright blue,4
Order of the Phoenix,broom cupboard,4
Order of the Phoenix,corridor leading,4
Order of the Phoenix,counter jinxes,4
Order of the Phoenix,crabbe goyle,4
Order of the Phoenix,da meeting,4
Order of the Phoenix,dark eyes,4
Order of the Phoenix,dark trees,4
Order of the Phoenix,dark wizard,4
Order of the Phoenix,dead body,4
Order of the Phoenix,death eater's,4
Order of the Phoenix,dementor attack,4
Order of the Phoenix,draw attention,4
Order of the Phoenix,dumbledore's army,4
Order of the Phoenix,dungeon door,4
Order of the Phoenix,easter holidays,4
Order of the Phoenix,eaters laughed,4
Order of the Phoenix,echoed loudly,4
Order of the Phoenix,exam paper,4
Order of the Phoenix,exceeds expectations,4
Order of the Phoenix,expecto patronum,4
Order of the Phoenix,extendable ear,4
Order of the Phoenix,eye contact,4
Order of the Phoenix,eyes fixed,4
Order of the Phoenix,eyes met,4
Order of the Phoenix,eyes screwed,4
Order of the Phoenix,eyes staring,4
Order of the Phoenix,eyes travelled,4
Order of the Phoenix,eyes watering,4
Order of the Phoenix,eyes wide,4
Order of the Phoenix,eyes widened,4
Order of the Phoenix,fat lady's,4
Order of the Phoenix,fellow students,4
Order of the Phoenix,filthy half,4
Order of the Phoenix,finch fletchley,4
Order of the Phoenix,finished reading,4
Order of the Phoenix,flesh coloured,4
Order of the Phoenix,fluffy pink,4
Order of the Phoenix,forest floor,4
Order of the Phoenix,fred grinning,4
Order of the Phoenix,fred yeah,4
Order of the Phoenix,friend marietta,4
Order of the Phoenix,frowning slightly,4
Order of the Phoenix,giant hour,4
Order of the Phoenix,giant wars,4
Order of the Phoenix,ginny neville,4
Order of the Phoenix,glanced sideways,4
Order of the Phoenix,glass fronted,4
Order of the Phoenix,grey eyes,4
Order of the Phoenix,ground floor,4
Order of the Phoenix,half moon,4
Order of the Phoenix,head slightly,4
Order of the Phoenix,hogsmeade weekend,4
Order of the Phoenix,hogwarts students,4
Order of the Phoenix,horned snorkack,4
Order of the Phoenix,inside pocket,4
Order of the Phoenix,international magical,4
Order of the Phoenix,international statute,4
Order of the Phoenix,kitchen table,4
Order of the Phoenix,leave hogwarts,4
